Exp,Mouse,Line,Group,Inf1,Inf2,Protein,Dpi,[IFNg] serum,[IgE] serum,[IgG1] serum,[IgG2a] serum,[IL-4] serum,[IL-5] serum,[IL-10] serum,[IFNg] Ag MLN stim,[IFN] CD3 MLN stim,[IFN] Media MLN stim,[IL-5] Media MLN stim,[IL-5] Ag MLN stim,[IL-5] CD3 MLN stim,[IL-10] Media MLN stim,[IL-10] CD MLN stim,[IL-10] Ag MLN stim,[IL-17]Media MLN stim,[IL-17] CD MLN stim,[IL-17] Ag MLN stim,[GAPDH] QPCR Gut,[Arg1] QPCR Gut,[CD36] QPCR Gut,[Idlr] QPCR Gut,[iNOS] QPCR Gut,[PPARg1&2] QPCR Gut,[RELMa] QPCR Gut,[Arg1] QPCR Spleen,[CD36] QPCR Spleen,[GAPDH] QPCR Spleen,[Idlr] QPCR Spleen,[iNOS] QPCR spleen,[PPARg1&2] QPCR spleen,[RELMa] QPCR spleen,wean BW,BW1,BW2,BW3,BW4,BW5,BW6,BW7,BW8,BW9,BW10,BW11,BW12,BWd9,BWd21,FinalBW,ADWG,ADWG expt,ADWG expt diet,FI 1,FI 2,FI 3,FI 4,FI 5,FI 6,FI 7,FI 8,FI 9,FI 10,FI 11,ADFI,ADFI expt,spleen wt,gut wt,Spl_BW,Gut_BW,granulomas,colon contents,wet carcass wt,dry carcass wt,DMR ratio,Fat %,EIC,Adult Male,Adult Female,Juv Male,Juv Female,Total worms,tWB,PCF,Juv Per
SB-105,164,ROL,0_1,0,1,HP,9,0,0.381,0,0,0,0,0,,,,,,,,,,,,,0.856,0.014,0.008,3.74,0.096,0.045,0.004,0.972,0.109,0.611,2.025,0.078,0.222,0.045,9.13,11.01,10.46,13.37,14.78,15.28,16.21,15.94,16.91,17.11,,,,17.48,,17.48,0.253,0.179,0.106,2.18,3.39,3.67,3.163,3.198,2.56,2.305,2.133,,,,,,0.116,1.449,6.636,82.895,0,0.05,16.03,5.3,0.331,7.161,0.00,37,49,1,2,89,1.954,0,3.371
SB-105,165,ROL,0_0,0,0,HP,21,0,0.003,0,"1,600.00",0.019,0,0,0,0,0,0.324,0,1.432,0.324,1.432,0,0,0.172,0,0.001,0,0,0.007,0,0,0,0.084,0.062,0.32,1.93,0.219,0.393,0.002,9.19,11.74,12.92,14.6,15.5,16.08,16.42,17.37,17.26,17.86,18.91,19.41,20.39,,21.21,21.21,0.364,0.287,0.399,2.683,3.443,3.298,3.167,3.123,2.753,2.15,2.37,2.338,2.417,2.538,,,0.063,0.971,2.97,45.78,0,0.13,20.05,7.7,0.384,13.197,0.00,0,0,0,0,0,0,*,*
SB-105,166,ROL,1_1,1,1,HP,9,0,0.509,0,"6,400.00",0.223,0,,,,,,,,,,,,,,0.232,0.021,0.027,0.002,0.017,0.016,0.025,2.79,0.004,0.378,0.215,0.064,0.233,0.059,6.57,7.91,9.39,10.69,9.97,11.13,9.7,11.39,9.03,12.27,,,,13.48,,13.48,0.209,0.121,0.315,2.435,0.83,2.543,3.257,1.845,2.34,1.13,2.427,,,,,,0.093,1.209,6.899,89.688,0,0.04,12.28,4,0.326,6.608,0.00,11,12,5,11,39,1.602,0,41.026
SB-105,167,ROL,0_1,0,1,LP,9,0,0.15,0,"12,800.00",0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.38,8.13,8.62,9.91,8.59,8.93,9.07,11.29,12,12.07,,,,12.22,,12.22,0.147,0.1,0.263,2.213,0.43,2.07,2.267,2.265,2.983,2.81,2.447,,,,,,0.053,0.887,4.337,72.586,0,0.1,10.98,4.1,0.373,11.995,0.00,21,22,0,0,43,1.643,0,0
SB-105,168,ROL,1_0,1,0,LP,21,0,0.112,0,800,0.116,0,0,0,9.099,0,0.596,0.267,0.093,0.596,0.093,0.267,0,2.576,0,0.001,0,0,0.003,0,0,0,0.101,0.066,0.227,0.774,0.092,0.216,0.002,8.96,10.08,10.79,12.8,13.27,13.21,14.76,13.64,13.86,14.7,14.79,15.07,15.26,,15.55,15.55,0.2,0.12,0.066,2.348,3.193,2.735,2.557,3,2.253,2.793,3.177,2.633,2.743,2.75,,,0.043,0.795,2.765,51.125,0,0.05,14.14,5.2,0.368,11.356,0.00,0,0,0,0,0,0,*,*
SB-105,169,ROL,1_1,1,1,HP,21,0,1.704,"3,200.00",0,0.049,0,0,0,8.539,0,0,0.469,1.496,0,1.496,0.469,0,0.389,0,0.073,0.001,0.053,0.002,0.014,0.028,0.021,0.228,0.064,0.385,0.48,0.069,0.161,0.004,6.87,7.83,8.23,10.91,11.77,11.67,12.98,13.42,13.71,14.9,15.85,15.64,16.94,,17.28,17.28,0.315,0.277,0.358,2.078,3.473,2.815,2.373,2.8,2.557,1.743,2.363,1.993,1.623,2.015,,,0.15,1.592,8.681,92.13,0,0.05,14.24,4.8,0.337,7.89,1053.00,51,60,0,0,111,2.049,17.55,0
SB-105,170,ROL,0_1,0,1,HP,9,0,0.291,0,0,0.004,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05,9.85,10.41,12.37,13.25,14.19,14.75,16.16,15.75,16.84,,,,17.37,,17.37,0.252,0.217,0.218,2.46,2.91,3.045,3.167,2.998,2.843,2.103,2.347,,,,,,0.139,1.469,8.002,84.571,0,0.11,15.53,4.7,0.303,3.998,0.00,39,41,0,0,80,1.908,0,0
SB-105,171,ROL,1_0,1,0,LP,21,0,0.187,800,0,0,0,,0,3.007,0,0,0,0.464,0,0.464,0,0,0,0,0.068,0,0,0.004,0.979,0.004,0.003,0.172,0.095,0.275,0.777,0.074,0,0.01,6.29,8.1,9.57,11.18,12.37,11.85,12.11,13.03,14.41,14.52,14.67,15.25,15.64,,15.51,15.51,0.279,0.188,0.283,2.485,2.8,2.893,2.273,2.363,2.71,2.328,2.013,1.918,2.007,1.898,,,,0.757,0,48.807,14,0.06,13.94,4.7,0.337,7.899,0.00,0,0,0,0,0,0,*,*
SB-105,172,ROL,0_0,0,0,LP,21,0,0.005,"1,600.00",0,0.092,0,0,0,2.136,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.018,0,0,0,0.089,0.074,0.251,0.77,0.092,0.271,0.001,6.08,7.63,8.52,8.45,10.61,12,12.65,12.33,12.81,14.46,14.38,14.25,15.03,,15.33,15.33,0.28,0.299,0.223,2.243,1.747,3.055,3.16,2.693,2.357,3.17,3.407,2.873,3.007,3.015,,,0.034,0.7,2.218,45.662,0,0.06,13.99,5.7,0.407,15.84,0.00,0,0,0,0,0,0,*,*
SB-105,174,ROL,0_1,0,1,LP,21,0,0.219,"6,400.00",400,0.04,0.255,0,0,4.556,0,0,0,0.364,0,0.364,0,0,0,0,0.256,0,0,1.5,0.012,0.021,0.001,0.003,0,0.005,0.001,0.003,0.152,0,6.99,8.25,9.18,9.74,11.4,13.02,13.53,13.2,13.46,14.11,13.99,14.77,14.8,,15.67,15.67,0.263,0.258,0.178,2.403,2.33,2.965,3.09,2.733,2.49,2.925,2.86,2.39,3.093,2.775,,,0.057,1.178,3.638,75.175,0,0.1,13.78,5.3,0.385,13.262,15039.00,58,57,0,0,115,2.064,263.842,0
SB-105,175,ROL,1_1,1,1,LP,21,0,1.486,"3,200.00",0,0.049,,0,0,6.601,0,0,0,0.73,0,0.73,0,0,0.047,0,0.65,0.004,0.184,0.059,0.027,0.083,0.007,0.085,0,0.112,0.039,0.012,0.001,0.004,7.6,9,9.9,10.02,13.07,12.7,12.91,13.42,12.66,14.03,13.12,13.31,14.41,,15.2,15.2,0.23,0.225,0.191,2.445,2.54,3.62,2.42,2.558,2.69,1.988,3.047,2.133,2.367,3.013,,,0.08,1.167,5.263,76.776,0,0.08,13.41,5.2,0.388,13.618,3037.50,60,72,0,0,132,2.124,42.188,0
SB-105,176,ROL,0_1,0,1,HP,21,0,0.336,"1,600.00","3,200.00",0,0,0,0,0,0,0,0.726,0.41,0,0.41,0.726,0,0,0,0.091,0,0,0.143,0.001,0.006,0.001,0.299,0.06,0.41,0.481,0.05,0.052,0.021,8.16,9.23,9.77,12.66,14.57,15.7,15.86,15.94,16.88,17.27,17.67,19.28,18.64,,18.8,18.8,0.322,0.267,0.245,2.46,3.37,3.575,3.3,2.93,2.493,2.313,2.203,2.123,2.3,2.095,,,0.106,0.994,5.638,52.872,0,0.13,17.06,5.2,0.305,4.243,10287.00,35,39,0,0,74,1.875,263.769,0
SB-105,177,ROH,0_0,0,0,LP,21,0,0.037,"1,600.00",0,0,0,0,,,,,,,,,,,,,0.026,0,0,0.012,0.182,0,0,0.051,0.035,0.204,0.157,0.189,0.265,0.007,17.84,22.59,27.21,31.17,35.66,34.14,39.1,39.06,37.03,38.29,35.82,38.54,38.3,,39.75,39.75,0.664,0.373,0.054,4.963,5.433,6.065,4.787,5.623,5.187,4.348,4.543,3.525,4.553,4.145,,,0.088,1.54,2.214,38.742,0,0.32,36.59,15.1,0.413,16.433,0.00,0,0,0,0,0,0,*,*
SB-105,178,ROH,0_1,0,1,LP,9,0,0.032,0,"6,400.00",0.023,1.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.38,15.92,21.95,27.98,33.01,31.04,36.8,36.71,35.54,36.1,,,,36.09,,36.09,0.688,0.353,-0.059,3.88,5.27,5.81,4.633,5.665,5.423,5.305,5.873,,,,,,0.144,2.23,3.99,61.79,12,0.22,31.8,13.1,0.412,16.35,0.00,21,18,0,0,39,1.602,0,0
SB-105,179,ROL,0_1,0,1,HP,21,0,0.504,"51,200.00",0,0.095,0.64,0,0,8.595,0,0,0,1.029,0.003,1.187,0.095,0.66,0.063,0,,,,,,,,,,,,,,,7.76,9.52,10.36,12.43,12.47,11.84,13.8,15.31,15.73,16.01,16.22,16.83,16.68,,17.34,17.34,0.29,0.213,0.295,2.34,3.093,2.93,2.778,3.747,2.428,2.18,1.9,1.757,2.153,2.07,,,0.087,0.922,5.017,53.172,0,0.14,15.45,5.5,0.356,10.027,8613.00,19,44,0,0,63,1.806,195.75,0
SB-105,180,ROL,1_1,1,1,LP,9,0,0.197,800,"6,400.00",0.046,0,0,0,4.315,3.442,0,0,0.42,1.355,0.299,0,0,0.476,0,0.59,0.005,0.164,0.009,0.015,0.044,0.01,0,0,0.002,0.003,0.015,0.217,0,7.1,8.7,9.35,12.12,13.22,12.87,14.08,14.16,14.63,15.04,,,,15.75,,15.75,0.262,0.158,0.139,2.177,3.108,2.973,2.56,3.163,2.783,2.547,3.425,,,,,,0.039,0.775,2.476,49.206,6,0.08,14.59,5.9,0.404,15.496,0.00,0,0,0,0,0,0,*,*
SB-105,181,ROL,1_1,1,1,LP,21,1.147,0.582,"124,000.00",0,1.444,0,0,0,5.337,0,0,0,0.721,0.003,0.281,1.57,1.55,0.71,0.354,0.309,0.005,0.122,0.005,0.003,0.029,0.015,0.145,0.024,0.131,0.315,0.015,0,0.005,8.23,9.69,9.79,10.79,12.54,14.08,14.96,14.19,14.32,14.99,15.33,15.39,15.31,,16.29,16.29,0.244,0.239,0.111,1.947,3.09,2.533,3.313,2.883,2.52,2.783,3.278,3.137,2.608,2.47,,,0.067,0.933,4.113,57.274,3,0.14,14.18,5.8,0.409,16.02,87.00,4,6,0,0,10,1.041,14.5,0
SB-105,182,ROL,0_1,0,1,LP,21,0,0.423,"25,600.00","6,400.00",0.001,0,0,0,7.522,0,0,0,1.035,0,1.243,0,0,0.114,0,,,,,,,,,,,,,,,9.81,11.48,8.82,10.26,11.91,12.06,14.8,14.87,14.26,14.29,14.9,15.98,16.41,,16.07,16.07,0.19,0.253,0.106,0.817,2.738,3.053,2.985,3.793,2.39,2.077,2.743,2.687,2.963,2.727,,,0.065,0.867,4.045,53.951,0,0.06,14.59,6.2,0.425,17.819,2268.00,37,37,0,0,74,1.875,61.297,0
SB-105,183,ROL,1_1,1,1,HP,21,0,0.433,"248,000.00","12,800.00",0.202,0.32,0,0,6.535,0,0,0,1.037,0.12,1.397,0.119,0,0.155,0.005,0.207,0.001,0.079,0.002,0.001,0.016,0.004,0.143,0.023,0.296,0.376,0.078,0.17,0.009,9.58,11.9,12.8,13.71,13.24,12.79,15.81,17.15,16.87,19.11,18.99,19.75,19.24,,20.22,20.22,0.322,0.283,0.368,2.353,3.413,2.607,2.72,3.82,2.683,1.867,2.573,2.36,2.413,1.973,,,0.086,1.074,4.253,53.116,21,0.13,18.06,7,0.388,13.598,51.00,2,3,0,0,5,0.778,17,0
SB-105,184,ROH,0_1,0,1,HP,21,0,0.236,"248,000.00",0,0,0,0,0,8.557,0,0,0.832,3.297,2.09,1.653,0.426,0,0.151,0,,,,,,,,,,,,,,,19.73,25.11,31.51,32.85,34.63,34.66,38.01,42.57,46.86,48.19,45.81,45.9,45.86,,46.75,46.75,0.819,0.604,0.728,5.485,5.94,4.988,5.033,5.518,6.543,5.545,4.927,3.275,3.587,3.853,,,0.362,2.819,7.743,60.299,56,0.12,40.62,15.9,0.391,14.032,252.00,11,15,0,0,26,1.431,16.8,0
SB-105,185,ROH,1_0,1,0,HP,21,0,0.152,"124,000.00","1,600.00",0.066,,0,0,2.02,0,0,0,0.62,0,5.945,2.018,0.946,0.022,0,,,,,,,,,,,,,,,21.51,26.32,31.28,34.34,37.13,35.54,39.69,43.4,48.2,52.27,55.11,56.85,57.81,,61.32,61.32,1.206,1.173,1.803,5.363,5.603,5.89,4.973,4.825,6.74,6.118,6.18,5.63,5.897,5.48,,,0.172,2.932,2.805,47.815,87,0.36,53.9,25.7,0.477,23.679,0.00,0,0,0,0,0,0,*,*
SB-105,186,ROH,1_1,1,1,LP,21,0,0.817,"496,000.00",400,0.035,0.5,2.42,0,2.318,0,0,0.407,1.165,0,1.492,0.28,1.25,0.069,0,,,,,,,,,,,,,,,17.15,20.02,26.26,30.32,36.13,32.47,37.19,37.21,36.86,37.57,37.62,36.27,34.59,,36.57,36.57,0.588,0.272,-0.052,4.703,4.893,5.79,4.423,4.713,5.637,4.065,3.967,5.695,3.817,3.265,,,0.122,1.822,3.336,49.822,95,0.14,32.44,14.3,0.441,19.612,0.00,2,1,0,0,3,0.602,0,0
SB-105,187,ROH,0_1,0,1,HP,9,0,0.036,400,800,0.062,0,0,0,0,0,0.013,0.015,2.851,0,1.964,0,0,0,0,,,,,,,,,,,,,,,14.85,13.22,16.15,18.3,19.85,21.42,27.42,31.34,38.04,40.08,,,,43.24,,43.24,0.86,1.084,1.318,2.645,3.293,3.258,4.043,5.428,4.857,5.345,4.343,,,,,,0.228,2.823,5.273,65.287,0,0.18,38.84,14.8,0.381,12.859,4.50,2,1,1,9,13,1.146,4.5,76.923
SB-105,188,ROH,1_1,1,1,HP,21,0,0.334,"51,200.00",0,0.009,0,0,0,0,0,0,0.463,0.494,0,12.444,0.379,0,0,0,,,,,,,,,,,,,,,20.41,23.69,28.02,32.45,35.34,33.94,37.77,41.45,43.09,46.07,48.68,51.48,54.19,,56.38,56.38,1.09,1.04,1.551,4.8,5.84,5.76,4.97,4.515,6.263,4.755,4.76,5.285,6.243,5.453,,,0.149,2.558,2.643,45.371,133,0.29,50.76,24.6,0.485,24.564,4.50,0,0,0,0,0,0,*,*
SB-105,189,ROH,1_1,1,1,LP,9,0,0.23,"248,000.00","1,600.00",0,0,0,0,0,,1.72,0.018,1.249,0,1.05,0.27,0,0,0,,,,,,,,,,,,,,,26.02,28.65,32.24,35.01,38.03,38.75,41.35,41.16,41.94,37.26,,,,39.43,,39.43,0.406,0.192,-0.16,5.378,5.757,6,5.703,4.945,5.353,4.44,5.2,,,,,,0.112,2.69,2.84,68.222,87,0.14,34.75,13.8,0.397,14.675,0.00,0,0,0,0,0,0,*,*
SB-105,190,ROH,0_1,0,1,LP,21,0,0.201,"248,000.00",0,0.006,,0,0,2.007,0,0,0,0.722,0,0.842,0.188,0,0.272,0,,,,,,,,,,,,,,,19.32,23.68,29.72,30.93,35.98,35.7,37.56,37.28,36.77,37.13,36.94,35.85,37.49,,38.09,38.09,0.569,0.311,0.044,5.203,4.88,5.603,5.737,5.233,4.997,4.965,4.5,3.935,4.327,4.63,,,0.154,2.284,4.043,59.963,49,0.26,34.29,14.8,0.432,18.572,2970.00,48,36,0,0,84,1.929,82.5,0
SB-105,191,ROH,1_1,1,1,HP,9,0,0.46,"248,000.00",0,0,,0,0,0,0,0.883,0.403,4.104,0.705,6.333,0,9.445,9.572,7.584,,,,,,,,,,,,,,,15.31,18.08,22.91,25.6,31.01,32.96,34.06,36.76,41.14,43.59,,,,44.44,,44.44,0.883,0.819,0.865,4.183,4.29,5.778,5.343,4.405,5.863,5.153,4.78,,,,,,0.264,3.262,5.941,73.402,49,0.17,40.01,15.2,0.38,12.729,0.00,0,0,0,0,0,0,*,*
SB-105,192,ROH,0_1,0,1,LP,9,0,0.064,800,0,0.011,0,,0,3.908,0,0,0.251,10.324,0,6.309,0,0,0,0,,,,,,,,,,,,,,,22.38,26.84,32.13,33.99,37.02,38.89,39.52,41.17,39.52,39.19,,,,37.9,,37.9,0.47,0.17,-0.135,5.825,5.923,6.345,5.947,4.853,6.023,4.24,3.893,,,,,,,2.476,0,65.33,0,0.22,33.61,13.7,0.408,15.861,0.00,3,5,3,5,16,1.23,0,50
SB-105,193,ROH,1_1,1,1,LP,9,0,0.444,"124,000.00",800,0.027,,0,0,0,0,0,0,0,0,18.633,0,0,0,0,,,,,,,,,,,,,,,17.22,20.76,24.08,30.03,35.28,34.32,37.34,38.11,34.36,34.49,,,,34.75,,34.75,0.531,0.205,-0.216,3.435,5.307,5.83,6,4.505,5.657,3.805,4.94,,,,,,0.148,2.586,4.259,74.417,80,0.12,30.59,11.7,0.382,13.02,0.00,1,1,0,0,2,0.477,0,0
SB-105,194,ROH,1_1,1,1,LP,21,0,0.804,"248,000.00",0,0.002,0,0,0,8.078,0,0.144,0.368,5.998,0.015,0,0.311,0,0.299,0,,,,,,,,,,,,,,,21.42,26.11,31.77,33.84,37.31,38,41.81,41,40.23,37.57,38.66,37.48,37.78,,37.58,37.58,0.49,0.163,-0.353,5.493,5.747,5.805,5.607,5.245,5.617,4.33,4.25,5.245,4.343,4.27,,,0.129,2.746,3.433,73.071,96,0.2,33.88,14.4,0.425,17.828,0.00,0,1,0,0,1,0.301,0,0
SB-105,195,ROL,0_0,0,0,HP,21,0,0.027,0,400,0,0,,0,11.248,,0.432,0.503,2.454,0.234,6.551,0.95,0.153,0.456,0,,,,,,,,,,,,,,,8.39,9.65,9.73,10.69,9.87,12.7,14.18,14.57,14.81,15.95,15.23,15.55,15.9,,16.04,16.04,0.232,0.233,0.155,2.463,2.623,2.188,3.543,3.205,2.703,1.898,2.273,2.11,2.037,2.14,,,0.039,0.544,2.431,33.915,0,0.11,14.71,5.6,0.381,12.818,0.00,0,0,0,0,0,0,*,*
SB-105,196,ROL,1_0,1,0,LP,21,0,0.24,"12,800.00",0,0,0,,0,15.375,0,0.288,0.125,3.269,1.001,4.48,0.175,0.004,2.171,0.247,,,,,,,,,,,,,,,8.04,9.3,9.73,9.72,8.94,11.01,12.95,12.04,11.95,12.58,14.17,14.66,14.57,,14.17,14.17,0.186,0.193,0.102,2.523,2.3,1.888,2.64,3.148,2.353,2.175,2.87,3.155,3,2.763,,,0.042,0.645,2.964,45.519,9,0.12,13.27,5.3,0.399,14.932,0.00,0,0,0,0,0,0,*,*
SB-105,197,ROL,1_1,1,1,LP,9,0,1.658,"51,200.00",0,0.111,0,0,0,,4.859,0,0.007,5.239,0,2.18,0,0,0.621,0,0.409,0.055,0.142,0.012,0.035,0.048,0.033,0.004,0,0.008,0.01,0.002,0.163,0,12.81,13.8,11.69,13.48,15.27,14.66,14.5,14.64,13.4,14.13,,,,15.38,,15.38,0.078,0.083,0.073,2.19,3.327,3.12,2.273,2.548,3.863,1.175,2.873,,,,,,0.076,1.054,4.941,68.531,0,0.09,13.87,4.8,0.346,8.906,0.00,0,0,0,0,0,0,*,*
SB-105,198,ROL,1_1,1,1,HP,21,0,1.156,"51,200.00","1,600.00",0.047,0,0,0,6.436,0,0,0.677,2.676,0,0,0.885,0,0.322,0,,,,,,,,,,,,,,,11.55,13.04,12.28,13.28,13.51,14.83,16.72,15.98,16.41,17.79,17.71,18.06,19.21,,18.18,18.18,0.201,0.213,0.122,2.55,3.313,2.803,3.237,3.113,2.237,1.86,2.32,2.03,1.903,2.178,,,0.122,1.079,6.711,59.351,13,0.08,15.8,7.5,0.475,23.439,0.00,9,5,0,0,14,1.176,0,0
SB-105,199,ROL,0_1,0,1,HP,9,0,0.199,"3,200.00",0,0.001,0,0,0,11.68,0,0.022,1.233,5.829,0,4.324,0,0,0,0,,,,,,,,,,,,,,,9.73,11.38,8.41,8.86,8.18,9.94,14.25,15.32,16.27,17.01,,,,17.17,,17.17,0.225,0.361,0.243,1.578,1.727,1.78,2.883,3.758,2.927,1.995,1.947,,,,,,0.14,1.19,8.154,69.307,0,0.04,16.69,5.4,0.324,6.361,0.00,30,20,0,0,50,1.708,0,0
SB-105,200,ROL,0_1,0,1,HP,21,0,0.372,"12,800.00",0,0.016,0,,0,,0,0.144,0.885,3.039,0,5.971,0,0,0.738,0.075,,,,,,,,,,,,,,,8.63,10.1,10.65,11.67,13.21,13.1,14.83,15.82,16.76,17.36,17.75,18.42,18.66,,18.36,18.36,0.295,0.291,0.294,2.5,2.833,3.033,2.727,2.678,2.973,2.335,2.183,2.345,2.293,2.13,,,0.103,1.03,5.61,56.1,0,0.13,15.92,7.6,0.477,23.745,6169.50,36,49,0,0,85,1.934,125.908,0
SB-105,201,ROL,0_1,0,1,LP,21,0,0.484,"124,000.00",0,0,0,0,0,8.085,0,0,0,0.569,0.015,4.639,0.449,0,0.023,0,,,,,,,,,,,,,,,13.97,14.68,15.1,15.63,16.76,14.69,16.82,15.93,15.87,15.56,15.76,16.04,16.33,,17.31,17.31,0.101,0.073,0.041,2.693,3.073,3.103,2.353,3.203,2.58,2.075,2.053,2.263,2.62,2.363,,,0.081,1.103,4.679,63.72,0,0.09,14.53,5.5,0.379,12.574,4153.50,63,77,0,0,140,2.149,53.942,0
SB-105,202,ROL,1_1,1,1,HP,9,0,0.551,"248,000.00","1,600.00",0.044,0.115,0,0,0,0,0.003,0,0,0,3.768,0.058,0,0,0,,,,,,,,,,,,,,,11.1,11.66,9.96,10.66,13.36,12.97,11.9,13.63,13.72,14.51,,,,15.57,,15.57,0.135,0.213,0.306,2.203,2.77,3.323,2.66,1.778,2.877,1.82,1.913,,,,,,0.098,1.091,6.294,70.071,14,0.09,14.08,4.9,0.348,9.125,0.00,1,2,0,0,3,0.602,0,0
SB-105,203,ROH,0_1,0,1,HP,21,0,0.199,"51,200.00",400,0,0,0,,0,0,0.707,,0.161,20.42,0,0,17.083,19.862,0.006,,,,,,,,,,,,,,,18.41,21.38,27.58,33.28,38.99,38.92,41.03,44.77,48.03,52.38,58.54,58.95,60.28,,61.23,61.23,1.298,1.215,1.683,4.243,6.537,6.513,5.363,5.395,6.45,5.635,5.927,6.16,4.75,4.723,,,,3.595,0,58.713,21,0.09,55.43,25.7,0.464,22.192,0.00,11,17,0,0,28,1.462,0,0
SB-105,204,ROH,1_0,1,0,LP,21,0,0.146,"51,200.00",0,0.051,0,,,5.219,0,0.223,,0.001,0,0,8.062,0,26.156,0,,,,,,,,,,,,,,,17.48,22.01,29.49,33.28,35.48,37.95,42.07,43.25,39.73,42.55,42.46,42.54,42.93,,41.51,41.51,0.728,0.358,-0.047,5.083,5.933,4.85,6.11,5.728,5.48,5.458,6.297,6.058,5.367,4.86,,,0.112,2.342,2.698,56.42,24,0.18,36.98,15.9,0.43,18.386,0.00,0,0,0,0,0,0,*,*
SB-105,205,ROH,0_0,0,0,HP,21,0,0.017,0,0,0.194,0,0,,0,0,0,,0,0,0,0,0,5.153,0,,,,,,,,,,,,,,,20.93,24.03,25.39,32.18,36.68,37.36,40.64,44.42,49.97,51.99,54.89,57.33,58.67,,59.27,59.27,1.162,1.178,1.553,3.208,7,5.935,5.777,5.095,6.683,6.1,6.223,5.673,4.86,5.05,,,0.127,2.503,2.143,42.23,0,0.19,54.94,28.2,0.513,27.801,0.00,0,0,0,0,0,0,*,*
SB-105,206,ROH,1_1,1,1,HP,21,0,0.268,"51,200.00","1,600.00",0,0,0.273,,0,0,0,,0.123,0,0,0,0,0,0,,,,,,,,,,,,,,,19.47,21.97,29.91,35.56,35.55,36.91,39.45,43.73,47.45,49.43,54.65,55.97,56.22,,58.62,58.62,1.186,1.003,1.598,5.063,6.487,4.953,5.423,4.745,6.833,5.21,5.707,5.643,5.723,4.283,,,,3.205,0,54.674,62,0.25,52.79,24.1,0.457,21.387,0.00,0,0,0,0,0,0,*,*
SB-105,207,ROH,0_0,0,0,LP,21,0,0.04,0,400,0,0,,0,1.832,0,0,0.715,0.664,0.003,0,0,0.326,0.55,0.353,,,,,,,,,,,,,,,20.73,28.51,32.39,38.41,40.09,38.92,43.01,43.98,41.27,42.05,40.47,40.23,37.78,,41.36,41.36,0.625,0.128,-0.138,4.615,7.32,6.27,5.32,5.633,5.853,5.038,5.413,4.745,4.583,3.575,,,0.102,2.246,2.466,54.304,0,0.14,37.17,15.8,0.425,17.833,0.00,0,0,0,0,0,0,*,*
SB-105,208,ROH,1_1,1,1,HP,21,0,0.162,0,0,0.042,0,0,0,0,0,0,0,0.628,0.003,0.903,1.01,0,0.057,0,,,,,,,,,,,,,,,18.76,21.69,26.38,32.82,35.75,38.99,41.35,42.87,45.48,49.04,53.07,54.3,58.17,,60.45,60.45,1.263,1.201,1.592,4.233,6.43,5.66,5.93,5,5.727,4.703,6.14,5.89,5.707,5.623,,,0.148,3.852,2.448,63.722,66,0.35,54.26,26.3,0.485,24.571,0.00,0,0,0,0,0,0,*,*
SB-105,209,ROH,0_1,0,1,LP,9,0,0.038,"1,600.00",400,0.093,,,0,0,0,0,0,0.067,0.081,0.247,0.14,0,0,0,,,,,,,,,,,,,,,20.69,24.45,29.74,35.03,37.3,38.03,39.33,41.8,36.76,42.14,,,,43.17,,43.17,0.681,0.354,0.32,5.005,6.747,5.625,5.553,4.585,6.18,3.838,6.01,,,,,,0.153,2.143,3.544,49.641,0,0.12,39.38,15.8,0.401,15.138,0.00,2,4,0,0,6,0.845,0,0
SB-105,210,ROH,1_1,1,1,HP,9,0,0.417,"248,000.00",800,0,0,0,0,6.701,0,0,0,0.592,0.025,0.959,0.096,0,0,0,,,,,,,,,,,,,,,19.91,22.79,30.4,35.53,36.12,38.17,40.92,45.78,48.15,50.29,,,,52.8,,52.8,0.997,0.751,0.99,5.378,6.467,5.2,5.373,4.73,6.8,5.768,4.96,,,,,,0.204,2.871,3.864,54.375,71,0.25,46.89,20.6,0.439,19.444,0.00,0,0,0,0,0,0,*,*
SB-105,214,ROL,1_1,1,1,LP,21,0,,"124,000.00",0,0.032,0.04,0,0,5.799,0,0,0,0.298,0.021,0.318,0.015,0,0.08,0.025,,,,,,,,,,,,,,,7.23,9.13,10.1,12.28,14.48,14.64,16.89,15.76,16.07,16.32,16.17,17.09,17.7,,17.82,17.82,0.321,0.241,0.078,2.195,3.577,3.158,2.773,3.055,2.797,3.22,2.83,2.71,3.183,3.005,,,0.064,1.048,3.591,58.81,0,0.08,16.57,6.7,0.404,15.491,0.00,2,4,0,0,6,0.845,0,0
SB-105,215,ROL,0_1,0,1,HP,21,0,0.392,"51,200.00",800,0.025,0,,0,0,0,0,0,0.421,0.072,0.4,0.063,0,0,0,,,,,,,,,,,,,,,7.95,10.09,7.51,10.38,10.19,10.61,12.25,14.27,14.82,15.03,15.71,15.75,16.97,,16.63,16.63,0.263,0.272,0.365,1.235,3.823,2.483,2.353,3.24,3.343,1.815,1.947,1.983,1.8,2.138,,,0.082,1.021,4.931,61.395,0,0.12,14.94,5.3,0.355,9.887,5602.50,20,26,0,0,46,1.672,215.481,0
